tconst,primaryTitle,originalTitle,startYear,runtimeMinutes,genres,averageRating,numVotes
tt1647668,Million Dollar Arm,Million Dollar Arm,2014,124,"Biography,Drama,Family",7.0,48963
tt12838736,East Dragon,Donghai long guan,2018,75,Adventure,5.8,26
tt0983946,Fantasy Island,Fantasy Island,2020,109,"Fantasy,Horror,Mystery",4.9,62652
tt2083141,Ballroom Dancer,Ballroom Dancer,2011,78,"Documentary,Drama",6.8,184
tt12582160,All My Friends Are Dead,All My Friends Are Dead,2021,70,Horror,4.5,93
tt1113744,Return to Ravenswood,Return to Ravenswood,2006,70,Comedy,6.4,14
tt0469826,Shukriyaa,Shukriyaa,1988,\N,"Drama,Romance",4.6,20
tt0015577,Are Parents People?,Are Parents People?,1925,60,Comedy,6.7,92
tt0061133,Uccidi o muori,Uccidi o muori,1966,82,"Action,Drama,Western",5.6,159
tt0027838,"Keep Your Seats, Please!","Keep Your Seats, Please!",1936,82,"Comedy,Musical",6.1,297
tt5368322,Love Trilogy: Stripped,Love Trilogy: Stripped,2018,119,"Drama,Romance",6.3,126
tt0086595,Wo yuan yi,Wo yuan yi,1985,\N,"Comedy,Romance",6.1,18
tt0831816,Shiva,Shiva,2006,160,"Action,Crime,Drama",4.0,391
tt0306632,Chaitrada Premanjali,Chaitrada Premanjali,1992,159,Romance,7.4,33
tt5007760,Colourblind,Colourblind,2019,79,Mystery,4.5,221
tt36581785,Surviving the Tunisia Beach Attack,Surviving the Tunisia Beach Attack,2025,90,"Crime,Documentary",5.8,63
tt0041503,Impact,Impact,1949,111,"Crime,Drama,Film-Noir",7.0,5316
tt0033817,Last of the Duanes,Last of the Duanes,1941,57,"Action,Drama,Western",6.7,44
tt5527808,Tropical Night,Tropical Night,2017,98,"Drama,Romance",6.2,40
tt0057644,Seduction by the Sea,Verführung am Meer,1963,80,Drama,5.9,76
tt3122736,Shake the Dust,Shake the Dust,2014,84,"Documentary,Music",7.8,63
tt2849694,Anna May Wong: In Her Own Words,Anna May Wong: In Her Own Words,2013,56,Documentary,7.8,26
tt31066125,Familiar Strangers,Familiar Strangers,2025,75,Thriller,5.6,25
tt0447225,Juunikuu päevad,Juunikuu päevad,1957,91,"Crime,Drama",6.3,30
tt0050880,A Rainbow Plays in My Heart,Waga mune ni niji wa kiezu,1957,67,Drama,7.4,9
tt1611840,Once a Gangster,Fei saa fung chung chun,2010,95,"Action,Comedy,Crime",5.7,578
tt1341340,A Warrior's Heart,A Warrior's Heart,2011,86,"Action,Drama,Family",5.2,2569
tt0098077,Peraustrínia 2004,Peraustrínia 2004,1990,75,"Animation,Sci-Fi",7.4,54
tt11202110,The Best of Cunt Fuck Boulevard,The Best of Cunt Fuck Boulevard,2019,92,Comedy,6.8,5
tt0008814,Ace High,Ace High,1918,50,Drama,7.5,16
tt3472714,At Granny's House,Granny's House,2015,83,Thriller,3.8,2052
tt3739110,The Yellow Birds,The Yellow Birds,2017,94,"Drama,War",5.8,5068
tt6525952,Enemy Within,Enemy Within,2019,109,"Action,Drama,History",4.7,1081
tt0116312,First Option,Fei fu,1996,90,"Action,Drama",5.8,301
tt0333063,Evil Spirits,Akryeong,1974,78,"Horror,Mystery",6.2,14
tt0164519,Da grande,Da grande,1987,94,"Comedy,Fantasy",6.4,1216
tt13736078,Ripples of Life,Yong'an zhen gu shi ji,2021,123,Drama,6.8,333
tt0979847,881,881,2007,115,"Comedy,Drama,Musical",6.4,364
tt0322589,Honey,Honey,2003,94,"Drama,Music,Romance",5.3,48929
tt13676666,Behind the Try: A Try Guys Documentary,Behind the Try: A Try Guys Documentary,2020,101,Documentary,7.4,138
tt0261697,The Hidden Fortress,La forteresse suspendue,2001,95,"Adventure,Comedy",5.8,355
tt0986220,Cadavres,Cadavres,2009,117,"Comedy,Thriller",5.3,688
tt1999189,Klarer Fall für Bär - Gefährlicher Freundschaftsdienst,Klarer Fall für Bär - Gefährlicher Freundschaftsdienst,2011,89,"Comedy,Crime",6.8,15
tt3333036,Anisoara,Anisoara,2016,106,Drama,5.8,126
tt0045759,Eager to Live,Febbre di vivere,1953,88,Drama,6.4,74
tt15421782,8000 Ft Up,8000 Ft Up,2022,94,Thriller,3.7,90
tt21335690,Einfach mal was Schönes,Einfach mal was Schönes,2022,116,"Comedy,Drama,Romance",6.3,829
tt1690542,Final Sale,Final Sale,2011,91,"Crime,Drama,Thriller",5.4,325
tt3477284,Der Gegenwart,Der Gegenwart,2014,62,Documentary,7.8,6
tt0034154,Scattergood Baines,Scattergood Baines,1941,69,"Comedy,Drama",6.8,57
tt0051069,A tettes ismeretlen,A tettes ismeretlen,1958,100,Drama,7.9,21
tt0371621,Das Bus,Das Bus,2003,94,"Comedy,Documentary",5.2,33
tt0112314,Akwarium,Akwarium,1996,145,Action,6.7,233
tt6043446,The 5 Browns: Digging Through the Darkness,The 5 Browns,2018,97,"Biography,Documentary,Drama",6.5,46
tt11991432,Palmyra,Palmyra,2020,85,Drama,7.4,49
tt9037650,A Piece of Cake,Die Heinzels - Rückkehr der Heinzelmännchen,2019,78,"Animation,Comedy,Family",6.0,613
tt0201742,Lysistrata,Lysistrati,1972,100,"Comedy,Musical",5.5,159
tt0396768,Nyay Anyay,Nyay Anyay,1990,155,Drama,6.0,52
tt0327506,Billy's Bad,Billy's Bad,2002,\N,"Action,Crime,Thriller",7.7,10
tt0312326,Afganets,Afganets,1991,106,Action,5.6,28
tt11120378,The Once and Future Smash,The Once and Future Smash,2022,87,"Comedy,Horror",7.5,1302
tt9115662,Monsieur,Monsieur,2018,97,"Biography,Documentary",6.0,27
tt4643400,Filosofi Kopi,Filosofi Kopi,2015,117,Drama,7.1,851
tt0147310,SS Camp 5: Women's Hell,SS Lager 5: L'inferno delle donne,1977,96,"Horror,War",4.0,671
tt0451176,Quinceañera,Quinceañera,2006,90,Drama,6.9,4379
tt0807034,"Raval, Raval...","Raval, Raval...",2006,\N,"Documentary,Drama",6.0,22
tt3579168,Hibi Rock: Puke Afro and the Pop Star,Hibi rokku,2014,110,"Comedy,Music",5.6,73
tt0268963,Ayanam,Ayanam,1985,114,"Comedy,Drama",6.0,23
tt0101403,Bakumatsu jyunjyoden,Bakumatsu jyunjyoden,1991,105,Romance,5.1,36
tt0080515,A Change of Seasons,A Change of Seasons,1980,102,"Comedy,Drama",5.2,1205
tt2381951,"My Godfather, His Thai Bride and Me",Kummisetäni thaimorsian,2012,58,"Documentary,Drama",5.1,54
tt1764495,Mischgebiet,Mischgebiet,2011,87,Drama,6.4,11
tt5053156,The Village in the Woods,The Village in the Woods,2019,82,"Drama,Horror,Mystery",4.1,2407
tt12769412,Once Upon a Time in Serbia,Bilo jednom u Srbiji,2022,135,"Comedy,Drama,Romance",7.2,249
tt0095099,L'enfance de l'art,L'enfance de l'art,1988,107,Drama,5.5,38
tt1087860,Little King Macius,Der kleine König Macius - Der Film,2007,83,"Animation,Family,Fantasy",6.5,70
tt3394878,Emil & Ida i Lönneberga,Emil & Ida i Lönneberga,2013,63,"Animation,Family",5.4,130
tt0093469,Der Madonna-Mann,Der Madonna-Mann,1987,90,"Crime,Drama",5.8,31
tt0040395,Good Sam,Good Sam,1948,114,"Comedy,Drama,Romance",6.3,1180
tt30895834,Giannis: The Marvelous Journey,Giannis: The Marvelous Journey,2024,109,"Documentary,Sport",8.3,1876
tt0067678,Rip-Off,Rip-Off,1971,89,Drama,6.6,75
tt0063585,The Sergeant,The Sergeant,1968,108,Drama,6.6,744
tt0203779,The Storyteller,O paramythas,1969,87,Comedy,4.6,84
tt4823122,The Missing,Bang jia zhe,2017,95,"Action,Crime,Thriller",5.2,179
tt14357826,Death of a Girlfriend,Death of a Girlfriend,2021,113,"Mystery,Romance,Thriller",5.6,548
tt1830901,"WWE: Summerslam - The Complete Anthology, Vol. 1","WWE: Summerslam - The Complete Anthology, Vol. 1",2009,\N,Action,7.0,24
tt2304929,Tan antiguo como el mundo,Tan antiguo como el mundo,2012,\N,\N,8.2,13
tt0498537,Les messieurs,Les messieurs,2005,52,Documentary,5.3,9
tt1638979,"Hey, Boo: Harper Lee and 'To Kill a Mockingbird'","Hey, Boo: Harper Lee and 'To Kill a Mockingbird'",2010,82,"Biography,Documentary,History",7.4,367
tt5026204,Dobara Phir Se,Dobara Phir Se,2016,127,Drama,6.5,459
tt0216557,Offspring,Aulad Ki Kasam,1997,\N,\N,2.9,36
tt2354433,The Greatest Gift 2.0,The Greatest Gift 2.0,2012,57,Drama,7.2,8
tt0476396,The Suspect,The Suspect,2006,88,"Crime,Drama,Thriller",5.0,272
tt1020528,Documento Boxe,Documento Boxe,2005,53,"Documentary,Sport",5.2,41
tt7133686,Next Gen,Next Gen,2018,106,"Action,Adventure,Animation",6.6,20624
tt1488171,Un cuento para Olivia,Un cuento para Olivia,2008,90,Comedy,7.2,14
tt1181440,Les Gicleuses,Les Gicleuses,1978,80,Adult,5.4,8
tt5772090,Staid,Staid,2016,89,Drama,7.7,19
tt2825566,Inercia,Inercia,2013,70,Drama,6.0,26
tt3579524,Ghost in the Shell: Arise - Border 3: Ghost Tears,Kôkaku Kidôtai Araizu Bôdâ:3 Gôsuto Tiâzu,2014,55,"Action,Animation,Sci-Fi",7.1,3108
tt9783730,On the Come Up,On the Come Up,2022,116,"Comedy,Drama,Music",5.7,827
tt0270437,Balkan Inventory,Inventario balcanico,2000,63,Documentary,6.1,35
tt2612518,The Wounded Eagle,Ranjeni orao,2009,128,"Drama,Romance",5.7,417
tt6379310,Supporter,Hami,1994,90,\N,5.8,8
tt0155143,Sarala,Sarala,1936,157,\N,6.7,14
tt9477532,Greta,Greta,2019,97,Drama,6.2,456
tt14294724,BanG Dream! Poppin'Dream!,BanG Dream! Poppin'Dream!,2022,70,"Animation,Comedy,Music",7.5,61
tt0033683,The Gunman from Bodie,The Gunman from Bodie,1941,62,"Drama,Western",5.8,176
tt0177303,Treyf,Treyf,1998,54,Documentary,6.5,26
tt15079578,Residents of Nowhere,Moghimane Nakoja,2023,153,Drama,5.5,236
tt26218798,Solitude,Einvera,2023,75,Drama,6.9,587
tt0060651,El mago de los sueños,El mago de los sueños,1966,72,"Adventure,Animation,Comedy",6.6,125
tt30987540,Where Have You Been,Where Have You Been,2024,89,Documentary,9.5,14
tt7618604,Patrick,De Patrick,2019,97,"Comedy,Drama,Mystery",6.7,2767
tt11230880,Em Con Nho Hay Em Da Quen,Em Con Nho Hay Em Da Quen,1992,85,Drama,7.4,5
tt0094018,Spårvagn till havet,Spårvagn till havet,1987,75,Drama,5.2,19
tt5325878,Saarathi,Saarathi,2011,166,"Action,Drama,Romance",7.4,1013
tt6024800,Whatever It Takes,Whatever It Takes,2017,100,Thriller,5.2,31
tt1948521,Attack of the Herbals,Attack of the Herbals,2011,81,"Comedy,Horror",3.8,456
tt0388458,Jazzclub - Der frühe Vogel fängt den Wurm.,Jazzclub - Der frühe Vogel fängt den Wurm.,2004,84,"Comedy,Music",6.7,1612
tt15404312,The Unspeakable,The Unspeakable,2021,90,Documentary,6.7,107
tt2524892,Nemez,Nemez,2012,94,Drama,6.2,69
tt0068878,Dragostea începe vineri,Dragostea începe vineri,1973,77,"Drama,Romance",6.8,68
tt0065173,Wind from the East,Le vent d'est,1970,95,Drama,5.8,752
tt0390054,Gone Is the One Who Held Me Dearest in the World,Shi jie shang zui teng wo de na ge ren qu le,2002,95,Drama,7.0,73
tt1964822,Josh Jasmer,Josh Jasmer,2009,\N,Action,5.2,27
tt10949778,100 Days to Live,100 Days to Live,2019,90,"Crime,Thriller",5.2,4459
tt4163960,Showing Roots,Showing Roots,2016,100,"Comedy,Drama",5.9,182
tt13622146,Found,Found,2021,97,"Documentary,Drama",7.5,1492
tt27672426,Metropole Cinema,Metropole Cinema,2023,\N,\N,5.8,25
tt0123085,Den gamle præst,Den gamle præst,1939,83,"Drama,Family",4.5,14
tt0288551,The Great Adventure of Zorro,La gran aventura del Zorro,1976,90,"Adventure,Drama",6.2,51
tt2585208,Louis Theroux: Law and Disorder in Philadelphia,Louis Theroux: Law and Disorder in Philadelphia,2008,60,Documentary,7.5,1137
tt0057062,Five Minutes to Love,Five Minutes to Love,1963,85,Drama,4.4,166
tt1753984,Jimmy Paul: The Pug Tooth Fairy,Jimmy Paul: The Pug Tooth Fairy,2010,\N,Animation,5.1,12
tt33256304,Päivät kuin unta,Päivät kuin unta,2024,\N,"Comedy,Drama",6.3,11
tt0416889,Khalti Faransa,Khalti Faransa,2004,101,Comedy,4.3,883
tt0011853,When Dawn Came,When Dawn Came,1920,60,Drama,5.5,21
tt0292219,Sanchari,Sanchari,1981,141,Action,4.7,26
tt0095658,Those Whom Death Refused,Mortu Nega,1988,85,"Drama,War",6.8,132
tt25050370,The Middle: Cascadia Guides,The Middle: Cascadia Guides,2022,\N,Documentary,5.9,58
tt0088219,Sömnen,Sömnen,1984,97,Drama,4.6,47
tt2872462,Mistress America,Mistress America,2015,84,"Comedy,Drama",6.7,29404
tt0057725,Take It All,À tout prendre,1963,99,Drama,7.1,399
tt0065478,Blood Mania,Blood Mania,1970,81,Horror,4.0,1159
tt30853483,Collar x Malice Movie: Deep Cover,Collar x Malice Movie: Deep Cover,2023,55,Animation,6.8,11
tt0298238,Quitting,Zuotian,2001,112,"Biography,Drama,Music",7.1,820
tt1412775,Tsunami 81,Tsunami 81,2007,\N,Drama,8.1,8
tt2778334,Four Stations,Satanee see pak,2012,103,Drama,7.6,20
tt1237799,Johnen: Love of Sada,Johnen: Sada no ai,2008,109,Drama,5.7,58
tt0144456,Go for It,Go for It,1983,83,Adult,6.0,45
tt27368712,The Great Isabella,The Great Isabella,2023,\N,\N,8.2,12
tt14426640,Ar tuk-tukiem pa Indiju,Ar tuk-tukiem pa Indiju,2020,\N,Documentary,8.7,7
tt4765862,Kept Boy,Kept Boy,2017,89,"Comedy,Drama,Romance",5.5,601
tt0103122,Triplex,Triplex,1991,104,Comedy,4.8,55
tt0196768,Mrs. Death,Mrs. Death,1999,\N,Horror,5.1,13
tt0197593,Isabelita,Isabelita,1940,79,Comedy,7.8,63
tt17009236,The Death of My Mother,Zum Tod meiner Mutter,2022,135,Drama,5.6,20
tt0404513,Tricksters,Trileros,2003,112,Comedy,4.4,70
tt10097056,La Lupa,La Lupa,2019,88,Documentary,6.4,10
tt0818261,Fragments of Daniela,Fragments of Daniela,2006,72,Drama,7.1,36
tt0315459,Dallas 362,Dallas 362,2003,100,Drama,5.9,1225
tt0354585,For Love of Julian,For Love of Julian,1998,67,Documentary,4.9,28
tt3555634,Carlos Dunn's Katherine,Carlos Dunn's Katherine,2015,80,"Action,Horror,Romance",5.9,47
tt0024795,Young Blood,Young Blood,1932,58,"Drama,Western",6.3,68
tt0402739,Aag Andhi Aur Toofan,Aag Andhi Aur Toofan,1994,\N,"Action,Thriller",4.4,19
tt5207238,S tochki zreniya angela,S tochki zreniya angela,2001,90,Comedy,3.4,10
tt1331023,Motherland,Motherland,2009,94,Drama,5.2,19
tt0085746,Jaguar Jump,Jaguarov skok,1984,99,Drama,6.2,228
tt33808098,Cycle Mahesh,Cycle Mahesh,2024,60,\N,7.7,8
tt0061756,Heißer Sommer,Heißer Sommer,1968,91,"Comedy,Musical",6.0,335
tt6287174,Pixi Saves Christmas,Pixi Post eta opari-emaileak,2016,91,"Adventure,Animation,Family",7.0,96
tt6510332,McQueen,McQueen,2018,111,"Biography,Documentary",7.7,8800
tt24949716,Devil Beneath,Devil Beneath,2023,86,"Horror,Thriller",3.9,529
tt21092874,Poovan,Poovan,2023,138,"Comedy,Drama",4.8,437
tt16977370,PriPara & Kiratto PriChan Movie: Sparkling Memorial Live,PriPara & Kiratto PriChan Movie: Sparkling Memorial Live,2018,85,Animation,6.8,11
tt0059246,Guide,Guide,1965,183,"Drama,Romance",8.3,9951
tt4601740,Gladiator Wars,Gladiator Wars,2016,60,"Action,Adventure,Fantasy",5.8,17
tt12063516,B'ars to Bears: Hershey's Hockey Dynasty,B'ars to Bears: Hershey's Hockey Dynasty,2020,69,"Documentary,Sport",8.2,8
tt1353932,The Abandoned Children,Los niños abandonados,1975,63,Documentary,7.3,20
tt0028173,Reunion,Reunion,1936,80,"Comedy,Mystery,Romance",5.1,31
tt0280206,The Wonderful World of Jonathan Winters,The Wonderful World of Jonathan Winters,1986,60,Comedy,7.8,9
tt7661250,Savage,Savage,2017,80,Thriller,5.7,59
tt2465620,A Simple Love Story,Ye Asheghane-ye Sadeh,2012,104,"Drama,Romance",4.6,299
tt0089663,A nagy generáció,A nagy generáció,1986,109,Drama,6.9,191
tt0237093,Chekkaeran Oru Chilla,Chekkaeran Oru Chilla,1986,\N,Drama,5.2,17
tt0042963,Sierra,Sierra,1950,83,"Drama,Western",6.4,1200
tt11416582,Amber Road,Amber Road,2022,87,Horror,4.3,670
tt28614947,The Mostly Serious History of Wine,The Mostly Serious History of Wine,2023,65,Documentary,5.8,40
tt0040881,Lieutenant Craig: Missing,Ti ritroverò,1949,80,Drama,5.0,8
tt0088106,Merry Christmas,Sing dan fai lok,1984,96,Comedy,6.6,187
tt32768358,Shadows of Bigfoot,Shadows of Bigfoot,2024,73,Horror,4.1,154
tt0214670,Engane Nee Marakkum,Engane Nee Marakkum,1983,145,"Drama,Romance",6.1,19
tt0887254,Ennavale,Ennavale,2001,143,Romance,5.1,91
tt1720263,The Green,The Green,2011,91,"Drama,Romance",6.4,907
tt8723602,Gola Nagamma,Gola Nagamma,1981,120,Drama,4.7,7
tt3591946,Robo-Dog,Robo-Dog,2015,87,"Family,Sci-Fi",4.2,375
tt0317198,Bridget Jones: The Edge of Reason,Bridget Jones: The Edge of Reason,2004,108,"Comedy,Drama,Romance",6.0,130703
tt6449892,Big Fortune Hotel,Big Fortune Hotel,2015,88,"Comedy,Horror,Mystery",4.4,18
tt28081620,Shinigami's Box: Origins,Shinigami's Box: Origins,2023,153,"Action,Crime,Fantasy",8.4,20
tt6874254,Out of Blue,Out of Blue,2018,109,"Crime,Drama,Mystery",4.8,2268
tt13730042,Sugreeva,Sugreeva,2010,\N,Drama,4.4,9
tt6267110,Bikini Car Wash Massacre,Bikini Car Wash Massacre,2017,\N,Comedy,5.4,34
tt8735998,Miramar,Miramar,1969,125,Drama,7.2,168
tt0053684,La burrerita de Ypacaraí,La burrerita de Ypacaraí,1962,95,"Crime,Drama,Musical",6.5,54
tt0150929,Holka nebo kluk,Holka nebo kluk,1939,100,Comedy,6.4,65
tt2055666,Fear of Falling,Lek wysokosci,2011,87,Drama,6.6,540
tt14540270,The Beatles: In the Life,The Beatles: In the Life,2019,90,"Documentary,Music",6.2,79
tt0197077,Up in Flames,Up in Flames,1978,60,"Adult,Comedy",3.6,34
tt0077590,Fäbodjäntan,Fäbodjäntan,1978,115,"Adult,Comedy,Fantasy",5.8,404
tt2111260,Ai Means Love,Ai Means Love,2011,100,"Comedy,Drama",7.7,10
tt2061633,Dancing on the Edge,Dancing on the Edge,2011,92,Drama,7.0,26
tt6588668,Sexy batsos kai skliros,Sexy batsos kai skliros,1987,73,Comedy,4.2,14
tt6440586,Nanchang Uprising,Nanchang qi yi,1981,\N,War,4.1,13
tt0283614,The Street Corner Kids: The Sequel,The Street Corner Kids: The Sequel,1995,83,Family,6.0,15
tt33999801,Battle for Disclosure,Battle for Disclosure,2024,141,Documentary,5.4,254
tt2492738,The Fall from Heaven,Cennetten Kovulmak,2013,88,Drama,5.8,460
tt0101327,American Shaolin,American Shaolin,1991,106,Action,5.8,1768
tt0213061,Loanshark,Loanshark,1999,80,"Crime,Drama",7.8,24
tt6494606,Grendel,Grendel,2017,98,"Crime,Drama,Mystery",4.1,14
tt1451433,This End Up,This End Up,2009,149,"Comedy,Drama",6.5,121
tt0784828,Love Is in the Air,Love Is in the Air,2004,68,Documentary,7.0,118
tt5539462,Ghrina,Ghrina,1994,145,Action,7.1,14
tt27665778,Horizon: An American Saga - Chapter 2,Horizon: An American Saga - Chapter 2,2024,190,"Drama,Western",7.1,1533
tt5052770,Desert Cry,Déserts,2016,93,Drama,7.9,20
tt1449288,Yashoda,Yashoda,1996,\N,Drama,5.9,11
tt35617317,Skillz,Skillz,2025,60,"Comedy,Drama",9.8,6
tt1508325,Por la gracia de Luis,Por la gracia de Luis,2009,90,Documentary,5.7,26
tt0115845,Cat Swallows Parakeet and Speaks!,Cat Swallows Parakeet and Speaks!,1996,76,Drama,7.2,43
tt0309647,Band of Pure-Hearted Hoodlums,Gurentai junjyôha,1963,93,"Action,Crime",7.0,13
tt0232025,Manto Mavrogenous,Manto Mavrogenous,1971,95,"Biography,Drama,History",5.5,336
tt3582136,Book of Choices,Book of Choices,2017,82,Drama,5.9,22
tt0213108,Nanak Dukhiya Sub Sansar,Nanak Dukhiya Sub Sansar,1970,135,"Action,Drama",8.2,42
tt0133142,The Miraculous Virgin,Panna zázracnica,1967,97,"Comedy,Drama,Mystery",6.6,311
tt2234123,Harde Strenger,Harde Strenger,2012,92,"Action,Comedy,Crime",6.8,29
tt3172248,Lesnyye kacheli,Lesnyye kacheli,1975,61,Family,4.6,18
tt0274681,Mônica e a Sereia do Rio,Mônica e a Sereia do Rio,1987,58,"Animation,Comedy,Family",6.7,146
tt0082679,"The Looney, Looney, Looney Bugs Bunny Movie",Looney Looney Looney Bugs Bunny Movie,1981,79,"Animation,Comedy,Crime",7.1,2796
tt0972789,Changathipoocha,Changathipoocha,2007,\N,"Comedy,Romance",2.9,100
tt0237709,The Search for the Evil One,The Search for the Evil One,1967,82,Thriller,5.1,48
tt4903292,Achaaram,Achaaram,2015,\N,"Crime,Thriller",4.4,17
tt6613952,Encounter,Encounter,2018,92,"Drama,Sci-Fi",4.1,2066
tt0093701,Les pyramides bleues,Les pyramides bleues,1988,97,"Comedy,Mystery,Romance",4.5,119
tt3108176,Benishia-san no shiki no niwa,Benishia-san no shiki no niwa,2013,97,Documentary,5.6,12
tt0113639,Letnie lyudi,Letnie lyudi,1995,89,Drama,6.0,58
tt21283792,Topless Tori's Tomb of Terror,Topless Tori's Tomb of Terror,2022,\N,"Comedy,Crime,Drama",7.9,56
tt2830452,The Voyage of the Dead,Wan li xing shi,1954,102,"Drama,Fantasy,Horror",5.1,13
tt3896100,Capture the Flag,Atrapa la bandera,2015,94,"Adventure,Animation,Comedy",5.8,4273
tt0364310,Donya,Donya,2003,108,"Comedy,Drama",5.3,586
tt21059486,"Rakkaudella, Liana Kaarina","Rakkaudella, Liana Kaarina",2022,49,"Biography,Documentary",7.0,5
tt0062473,Warning Shot,Warning Shot,1966,100,"Crime,Mystery,Thriller",6.7,1116
tt7456024,Late Night Cable,Late Night Cable,2016,57,Comedy,6.2,28
tt0175249,Torgovka i poet,Torgovka i poet,1979,95,"Drama,War",4.2,21
tt9282472,Happy Together,Haepi tugyedeo,2018,111,"Comedy,Drama",5.4,25
tt2349298,Sadourni's Butterflies,Las mariposas de Sadourní,2012,87,Drama,7.6,85
tt0785069,Umar,Umar,2006,135,"Crime,Drama,Musical",5.5,84
tt35422253,The end of the river,The end of the river,2024,110,Drama,9.4,7
tt8241160,Ali Baba,Ali Baba,2018,102,Comedy,4.3,304
tt1363361,All Night Long: Anyone Would Have Done,All Night Long: Daredemo yokatta,2009,85,"Horror,Thriller",4.5,93
tt0216861,Cabaret Diary,Kyabarê nikki,1982,81,\N,5.9,25
tt27072216,The Beatles: Up Close and Personal,The Beatles: Up Close and Personal,2008,74,Documentary,6.0,10
tt20855236,Night of the Coconut,Night of the Coconut,2022,89,"Action,Adventure,Comedy",6.3,199
