tconst,primaryTitle,originalTitle,startYear,runtimeMinutes,genres,averageRating,numVotes
tt0300249,Nargass,Nargass,1948,\N,\N,5.7,16
tt0057193,It's a Mad Mad Mad Mad World,"It's a Mad, Mad, Mad, Mad World",1963,210,"Action,Adventure,Comedy",7.5,49873
tt0090996,Ediths Tagebuch,Ediths Tagebuch,1983,102,Drama,6.9,79
tt0078991,Confessions from the David Galaxy Affair,Confessions from the David Galaxy Affair,1979,97,Comedy,3.3,292
tt0192612,"Simão, o Fantasma Trapalhão","Simão, o Fantasma Trapalhão",1998,80,"Comedy,Family,Fantasy",3.4,703
tt26938297,Lily,Lily,2023,123,Drama,9.4,293
tt0145694,Cars of the Future,Cars of the Future,1969,\N,Animation,6.0,16
tt0002785,La dame de Monsoreau,La dame de Monsoreau,1913,\N,\N,5.5,13
tt9675274,Cinayet Süsü,Cinayet Süsü,2019,112,"Comedy,Crime,Mystery",6.7,20807
tt0321451,The DMZ,Bimujang jidae,1965,62,"Drama,War",6.9,161
tt1328636,The Orchard,Sad,2008,96,Comedy,6.6,65
tt0230346,Jaan Hatheli Pe,Jaan Hatheli Pe,1987,160,Action,5.8,74
tt0167508,Zero Woman,Zero Woman 2,1995,99,"Drama,Thriller",4.9,235
tt5083110,El Origen del Cielo,El Origen del Cielo,2015,86,Drama,6.6,20
tt0137539,Flying Sex,Sesso profondo,1980,75,"Adult,Comedy,Romance",4.8,105
tt0827709,The Green Hornet,The Green Hornet,1974,90,"Action,Crime,Sci-Fi",5.1,400
tt9657904,A Long Goodbye,Nagai owakare,2019,127,"Drama,Family",6.9,581
tt7995568,I Heard Sarah,I Heard Sarah,2022,72,Drama,6.1,160
tt1051828,Al kadabin al thalatha,Al kadabin al thalatha,1970,\N,\N,5.6,19
tt34424988,Journey Into Gaza,Voyage à Gaza,2024,68,Documentary,7.3,36
tt0065711,The Executioner,The Executioner,1970,107,"Drama,Thriller",6.0,614
tt0069452,Walter Defends Sarajevo,Valter brani Sarajevo,1972,133,"Action,War",8.1,3178
tt32116966,"Dressing Up Halloween: The Story of Ben Cooper, Inc.","Dressing Up Halloween: The Story of Ben Cooper, Inc.",2024,94,Documentary,5.9,41
tt0021553,"Wien, du Stadt der Lieder","Wien, du Stadt der Lieder",1930,101,Comedy,7.2,16
tt0099076,Awaargi,Awaargi,1990,149,Drama,6.0,226
tt0208115,Días de combate,Días de combate,1994,95,"Action,Crime,Drama",5.1,39
tt0185309,The Lost Generation,Feng shui er shi nian,1983,\N,Drama,4.1,19
tt4461038,Mülheim - Texas: Helge Schneider hier und dort,Mülheim - Texas: Helge Schneider hier und dort,2015,89,"Biography,Documentary,Music",6.8,131
tt0143428,Lone Wolf and Cub: Baby Cart in the Land of Demons,Kozure Ôkami: Meifumadô,1973,89,"Action,Crime,Drama",7.5,4940
tt27116571,Amar Prem Ki Prem Kahani,Amar Prem Ki Prem Kahani,2024,117,"Comedy,Romance",4.5,685
tt30223155,"Canadian, Sniper","Canadian, Sniper",2024,83,"Drama,War",3.4,387
tt20414216,Mantra,Mantra,2022,138,Drama,7.8,9
tt0122492,Fortunate,Fortunat,1960,121,"Comedy,Drama,War",7.1,335
tt0348565,A Case of Murder,A Case of Murder,2004,\N,"Action,Crime,Drama",5.4,40
tt0118922,Give Me Something,Dame algo,1997,86,"Drama,Thriller",5.4,47
tt0910555,Generic Thriller,Generic Thriller,2009,81,"Comedy,Drama",4.7,82
tt0186202,Cowboy Up,Cowboy Up,2001,105,"Drama,Romance,Western",5.6,1008
tt0028870,The Fighting Deputy,The Fighting Deputy,1937,61,"Drama,Western",5.0,72
tt0131637,War with America,War with America,1987,68,Drama,5.0,15
tt0120212,Still Movin',Still Movin',1997,85,"Comedy,Music",5.6,59
tt35449698,What's next?,What's next?,2025,72,"Animation,Fantasy,Mystery",2.5,14
tt0093963,Shura i Prosvirnyak,Shura i Prosvirnyak,1988,86,"Drama,History",6.1,26
tt0137240,Tokyo-Paraguaipoa,Tokyo-Paraguaipoa,1996,90,Drama,6.2,34
tt0109430,Crest of Betrayal,Chûshingura gaiden: Yotsuya kaidan,1994,106,"Action,Drama,Horror",6.4,316
tt13086602,Sid: The Final Curtain,Sid: The Final Curtain,2022,20,Documentary,7.7,12
tt0352807,Herb of Desire,Sangsacho,1968,\N,"Drama,Horror,Romance",5.2,9
tt28999532,Beezel,Beezel,2024,81,"Horror,Thriller",4.9,1806
tt5891488,Do Donkeys Act?,Do Donkeys Act?,2017,72,Documentary,7.1,41
tt0356053,Something More Than Night,Something More Than Night,2003,72,Documentary,5.7,17
tt1445763,The Family Picture,The Family Picture,2009,120,"Drama,Family",8.6,9
tt6168314,Alessandro Manzoni: Milanese d'Europa - L'immagine della parola,Alessandro Manzoni: Milanese d'Europa - L'immagine della parola,2016,58,Documentary,7.9,36
tt0007885,The Empress,The Empress,1917,50,Drama,5.4,37
tt13187790,One Word,One Word,2020,83,Documentary,6.4,22
tt0206896,Dance of Life,Livets dans,1998,54,Documentary,5.3,24
tt7449306,The Medici: Makers of Modern Art,The Medici: Makers of Modern Art,2008,60,"Documentary,History",7.4,46
tt1580397,Suicide,Suicide,2003,70,"Comedy,Drama,Fantasy",6.0,8
tt33372806,Zhizn po vyzovu. Muzhskoy vzglyad,Zhizn po vyzovu. Muzhskoy vzglyad,2024,45,Documentary,6.7,12
tt0175655,Gente felice,Gente felice,1957,80,Comedy,5.8,17
tt0017858,Eyes of the Totem,Eyes of the Totem,1927,81,Drama,6.6,41
tt0052245,Step Down to Terror,Step Down to Terror,1958,76,"Crime,Drama,Film-Noir",6.1,417
tt0052104,Queen of Outer Space,Queen of Outer Space,1958,80,"Adventure,Fantasy,Sci-Fi",4.7,2822
tt6789090,Ulysses in the Subway,Ulysses in the Subway,2017,59,\N,6.8,12
tt15138130,The Noise in Music,The Noise in Music,2021,141,Musical,5.7,20
tt0127496,World War III Breaks Out,Dai-sanji sekai taisen: Yonjû-ichi jikan no kyôfu,1960,77,"Drama,Sci-Fi",6.7,63
tt1796439,Cosmic Origins,Cosmic Origins 3D,2011,\N,Documentary,6.5,10
tt6215910,Görümce,Görümce,2016,109,"Comedy,Romance",5.1,3944
tt11231606,Mister Kalaakar,Mister Kalaakar,2019,124,Drama,7.2,28
tt0207300,Albures mexicanos,Albures mexicanos,1985,90,"Comedy,Music",3.5,25
tt5603256,Wie Männer über Frauen reden,Wie Männer über Frauen reden,2016,89,"Comedy,Romance",4.8,280
tt5458618,HeartLand Blues,HeartLand Blues,2016,141,Drama,8.5,8
tt0482051,One Foot Off the Ground,Ji quan bu ning,2006,106,"Comedy,Drama",6.3,187
tt35961634,Riddaren på Strandvägen,Riddaren på Strandvägen,2024,53,Documentary,6.1,10
tt0166298,Original Sins,Original Sins,1995,108,Horror,6.2,61
tt1525863,Lost Town,Lost Town,2009,93,Documentary,8.3,10
tt10658960,Ecinni: Tilsimli Mezar,Ecinni: Tilsimli Mezar,2019,90,Horror,2.3,214
tt1398428,YellowBrickRoad,YellowBrickRoad,2010,98,"Horror,Thriller",4.7,7776
tt12179472,Happiness Continues,Jonas Brothers: Happiness Continues,2020,104,"Documentary,Music",7.3,480
tt0197774,Keishichô monogatari: jûni-nin no keiji,Keishichô monogatari: jûni-nin no keiji,1961,88,\N,5.7,13
tt14663858,This Stained Dawn (Dagh Dagh Ujala),This Stained Dawn (Dagh Dagh Ujala),2021,89,Documentary,7.1,8
tt30989832,Anu,Anu,2023,110,Thriller,7.8,11
tt0094383,Zombie High,Zombie High,1987,93,"Comedy,Horror",4.3,1576
tt3843804,The Bag Lady,The Bag Lady,2014,128,"Biography,Drama,Romance",8.2,25
tt0279191,Let There Be Light,Legyen világosság,1996,\N,Horror,5.6,16
tt3032300,Oggy and the Cockroaches,Oggy et les cafards,2013,80,"Adventure,Animation,Comedy",6.5,1313
tt9116234,The Worry Doll,The Worry Doll,2019,111,"Crime,Drama,Mystery",5.7,11
tt4022528,Slash,Slash,2013,79,"Crime,Drama,Horror",6.7,66
tt8342962,Delo Sobchaka,Delo Sobchaka,2018,117,"Biography,Documentary",5.1,105
tt2522328,Shutter,Shutter,2012,133,Thriller,7.7,1133
tt10505066,The Sharpen Night,La noche que no se repite,2018,\N,\N,6.9,18
tt8561924,Up Your Mother's,Up Your Mother's,2018,85,Drama,5.6,6
tt0028505,Wife vs. Secretary,Wife vs. Secretary,1936,88,"Comedy,Drama,Romance",7.0,4162
tt26244546,How to Fix the World?,Miten korjata maailma,2023,76,Documentary,6.6,30
tt9277762,Baaram,Baaram,2018,92,"Crime,Drama",8.0,493
tt1278055,The Bottle,El frasco,2008,97,"Comedy,Drama",6.6,217
tt0371628,Deep Sea Conspiracy,Deep Sea Conspiracy,1987,91,"Action,Sci-Fi,Thriller",4.4,49
tt0328549,Le troisième oeil,Le troisième oeil,2002,87,Drama,6.8,25
tt3431782,The Writer's Burrow,La madriguera,2016,102,"Drama,Thriller",5.1,174
tt1629271,Feathered Cocaine,Feathered Cocaine,2010,80,Documentary,7.9,107
tt7648416,Just Believe,Io c'è,2018,100,Comedy,6.1,1188
tt0028413,The Thirteen,Trinadtsat,1937,90,"Adventure,War",6.7,300
tt7853282,Oru Kuppai Kathai,Oru Kuppai Kathai,2018,135,Drama,6.3,342
tt3030990,Rekorder,Rekorder,2013,90,"Drama,Thriller",4.5,109
tt3020532,Belle,Belle,2014,52,Drama,9.0,7
tt4263482,The Witch,The VVitch: A New-England Folktale,2015,92,"Drama,Fantasy,Horror",7.0,339556
tt4954968,Lingering Memories,Suguru hi no yamaneko,2015,92,Drama,3.1,448
tt21221360,I Don't Wanna Sit in My Cemetery,Baghjan,2024,75,Drama,5.0,6
tt15551832,Naach Baiju Naach,Naach Baiju Naach,2022,150,Biography,9.1,11
tt2033241,Dreams Deferred: The Struggle for Peace and Justice in Israel and Palestine,Dreams Deferred: The Struggle for Peace and Justice in Israel and Palestine,2011,69,"Documentary,History,War",8.1,9
tt1175277,Bint badia,Bint badia,1972,124,Drama,6.9,10
tt2049511,No Tell Motel,No Tell Motel,2013,84,Horror,3.5,1894
tt0077341,The Class of Miss MacMichael,The Class of Miss MacMichael,1978,94,"Comedy,Drama",5.3,485
tt21289032,Itlu Maredumilli Prajaneekam,Itlu Maredumilli Prajaneekam,2022,122,Drama,6.9,593
tt0302890,On the Old Roman Road,On the Old Roman Road,2001,76,"Drama,Mystery,Thriller",4.5,63
tt2866142,Keepsake,Keepsake,2010,100,\N,3.7,9
tt3730228,Sailing to Paradise,Pot v raj,2014,80,"Comedy,Drama,Romance",6.7,232
tt1117989,Touched,Touched,2006,\N,Drama,8.4,9
tt4246776,Fireworks in My Heart,Manasukkul Mathappu,1988,\N,"Drama,Romance",6.9,23
tt7671282,Buynaya vataga,Buynaya vataga,1937,55,"Comedy,Family",6.6,9
tt0108308,Teenage Mutant Ninja Turtles III,Teenage Mutant Ninja Turtles III,1993,96,"Action,Adventure,Comedy",4.8,37959
tt0044355,Androcles and the Lion,Androcles and the Lion,1952,98,"Adventure,Comedy,Family",6.0,1158
tt0360706,Kabirdas,Kabirdas,2003,\N,Drama,6.5,9
tt20258916,Muqaam,Muqaam,2022,\N,Crime,8.3,10
tt1347270,In the Wake of the Assassins,In the Wake of the Assassins,2007,86,"Biography,Crime,Documentary",6.0,17
tt0073335,Mahogany,Mahogany,1975,109,"Drama,Romance",6.2,2436
tt2079482,CBC's Winning America,CBC's Winning America,2011,\N,Documentary,5.7,22
tt3995596,Efunsetan Aniwura,Efunsetan Aniwura,2005,83,History,9.4,11
tt0446358,Hula Girls,Hula Girls,2005,52,Documentary,6.7,22
tt0295392,La ley de la mafia,La ley de la mafia,1991,\N,"Action,Crime,Drama",3.7,10
tt12389400,Rose & Rosie: Overshare,Rose & Rosie: Overshare,2018,56,"Comedy,Documentary",9.1,11
tt32126588,Lop Nor Tomb,Lop Nor Tomb,2023,89,Action,6.2,87
tt0298755,Best Buns on the Beach,Best Buns on the Beach,1987,60,Reality-TV,6.6,17
tt27881562,Zhdun,Zhdun,2025,92,"Comedy,Family,Sci-Fi",3.6,128
tt2434960,Running for Jim,Running for Jim,2013,78,"Biography,Documentary,Drama",6.5,24
tt0260066,Haathkadi,Haathkadi,1995,156,"Action,Comedy,Drama",4.5,187
tt11905316,Wake Up on Mars,Wake Up on Mars,2020,74,Documentary,6.6,62
tt0097079,Cold Justice,Cold Justice,1991,105,Drama,5.9,89
tt1152845,Showbiz,Showbiz,2007,108,"Action,Drama,Music",3.8,137
tt0024759,West of Singapore,West of Singapore,1933,65,"Action,Adventure,Drama",4.7,22
tt0041773,El portero,El portero,1950,113,"Comedy,Drama",7.3,303
tt0439885,The Go Master,Wu Qingyuan,2006,104,"Biography,Drama,Romance",6.1,601
tt14764476,Crane Lantern,Durna çiragi,2021,101,Drama,6.9,29
tt2113739,Ponto Final,Ponto Final,2011,103,Drama,5.2,21
tt4600982,Women,Women,2021,92,"Crime,Drama,Horror",4.3,830
tt0081590,Sällskapsresan,Sällskapsresan,1980,107,Comedy,7.2,9688
tt31419483,8,8,2025,126,Drama,5.6,285
tt22330520,Raduaa Returns,Raduaa returns,2024,137,Sci-Fi,5.3,85
tt32394534,Antes del adiós,Antes del adiós,2024,\N,Drama,6.8,6
tt31272500,The Fires,The Fires,2025,\N,Thriller,7.9,31
tt0427119,Dagli Güvercin,Dagli Güvercin,1986,\N,Drama,3.9,27
tt1549920,The Last Stand,The Last Stand,2013,107,"Action,Drama,Thriller",6.3,149009
tt3814316,The New Kid,Le nouveau,2015,81,Comedy,6.7,1693
tt0175343,Za volantem nepritel,Za volantem nepritel,1975,95,Crime,1.6,27
tt1708526,Halal police d'État,Halal police d'État,2011,98,"Comedy,Crime",3.9,971
tt1961429,Mystery Babylon,Mystery Babylon,2011,55,Thriller,8.8,21
tt0053406,Vasiliy Surikov,Vasiliy Surikov,1959,94,"Biography,Drama",7.2,36
tt18358070,Cape to Cape,Cape to Cape,2021,\N,"Adventure,Documentary",7.4,6
tt0235214,Banqueroute,Banqueroute,2000,75,"Comedy,Drama",6.5,46
tt3421318,30-LOVE,30-Love,2017,103,"Comedy,Drama,Romance",5.5,135
tt13161318,Bigflo & Oli: Hip Hop Frenzy,Bigflo & Oli: Hip Hop Frenzy,2020,100,"Documentary,Music",6.7,150
tt5597254,Phil Mendrix,Phil Mendrix,2015,70,"Biography,Documentary",7.8,27
tt0027839,Kelly of the Secret Service,Kelly of the Secret Service,1936,69,"Crime,Drama,Mystery",5.0,41
tt0049949,While the City Sleeps,While the City Sleeps,1956,100,"Crime,Drama,Film-Noir",6.9,7655
tt0328844,The Inheritance,Arven,2003,115,Drama,7.2,5005
tt0369942,Slick Silver,Slick Silver,1974,85,Comedy,8.1,18
tt6795868,The Hole Story,The Hole Story,2024,87,"Crime,Documentary,Mystery",7.1,9
tt2153206,Zhong Guo xie shu (Fu fa qi bing dou mo nu),Zhong Guo xie shu (Fu fa qi bing dou mo nu),1985,79,"Adventure,Fantasy",4.8,6
tt2463010,Speak Now,Speak Now,2013,75,Drama,8.0,43
tt3116902,Anaconda Frightened,Kuang mang jing hun,2008,93,"Action,Drama,Horror",6.3,26
tt2101314,Anton Corbijn Inside Out,Anton Corbijn Inside Out,2012,85,"Biography,Documentary",7.0,570
tt0057636,En vacker dag,En vacker dag,1963,88,Comedy,4.1,35
tt5160520,Silver Wings/Flying Dreams the Complete Story of the Women Airforce Service Pilots,Silver Wings/Flying Dreams The Complete Story Of The Women Airforce Service Pilots,2015,50,"Biography,Documentary,Drama",7.8,21
tt7612290,Tot oder Lebendig,Tot oder Lebendig,2015,\N,"Action,Drama,Horror",3.4,23
tt0119932,Praxis Dr. Hasenbein,Praxis Dr. Hasenbein,1997,94,Comedy,6.8,2029
tt15575604,The Treasure of His Youth: The Photographs of Paolo Di Paolo,The Treasure of His Youth: The Photographs of Paolo Di Paolo,2021,105,"Biography,Documentary",7.3,19
tt0116347,Four Men and a Coffin,4 hombres y un ataud,1996,97,Comedy,6.2,48
tt0202594,Spilt Milk,Spilt Milk,1999,75,Comedy,4.4,100
tt2642226,Cranium Intel,Cranium Intel,2016,70,"Action,Adventure,Animation",3.7,113
tt0288808,Say Nothing,Say Nothing,2001,94,"Drama,Romance,Thriller",4.8,757
tt0105771,Vostochnyy roman,Vostochnyy roman,1992,92,"Drama,History",3.7,21
tt2353861,Brick Madness,Brick Madness,2017,99,Comedy,8.7,50
tt0103612,Absent Without Leave,Absent Without Leave,1992,95,"Drama,Romance,War",6.1,78
tt10204276,Soldiers Without Guns,Soldiers Without Guns,2019,92,Documentary,9.0,68
tt0454919,Pulse,Pulse,2006,90,"Horror,Sci-Fi,Thriller",4.7,31860
tt1579691,Rowdy Inspector,Rowdy Inspector,1992,143,"Action,Drama",6.8,168
tt0028455,Valiant Is the Word for Carrie,Valiant Is the Word for Carrie,1936,110,"Drama,Romance",6.3,253
tt12695318,Sexy Time,Sexy Time,2020,\N,Horror,5.8,22
tt31157667,Kiss and Tell,Kiss and Tell,2023,79,Thriller,7.8,7
tt3877088,Good Grief,Good Grief,2017,103,"Comedy,Drama",7.5,53
tt20776128,Akka Kuruvi,Akka Kuruvi,2022,120,Family,6.6,51
tt0466505,Space Monster Wangmagwi,Ujugoe-in wangmagwi,1967,82,"Horror,Sci-Fi",4.9,168
tt0178258,An Angel Came Down from Heaven,Bajó un ángel del cielo,1942,80,Comedy,5.1,13
tt5970756,Dopesick: Fentanyl's Deadly Grip,Dopesick: Fentanyl's Deadly Grip,2016,\N,Documentary,8.3,49
tt0928125,Hyperbola of Youth,Chongchun ssanggogseon,1956,94,"Comedy,Musical",6.8,41
tt0055024,It Happened Here,It Happened Here,1964,93,"Drama,Sci-Fi,War",6.7,1305
tt4650414,Summertime,L'estate addosso,2016,103,Drama,6.2,1840
tt3269138,Vanakkam Vadhiyare,Vanakkam Vadhiyare,1991,\N,Drama,4.2,10
tt2046089,Ex Press,Ex Press,2011,90,"Documentary,Drama",7.3,9
tt0019582,The Wild West Show,The Wild West Show,1928,60,"Drama,Western",5.1,25
tt1699518,The Young Karl Marx,Le jeune Karl Marx,2017,118,"Biography,Drama,History",6.6,7639
tt0991150,Christmas in Wonderland,Christmas in Wonderland,2006,95,"Comedy,Crime,Family",4.7,2564
tt9308382,The High Note,The High Note,2020,113,"Drama,Music,Romance",6.4,14304
tt0270485,Lucid Days in Hell,Lucid Days in Hell,1999,\N,Comedy,4.7,31
tt7301576,Candy Bar,Candy Bar,2019,\N,Documentary,6.3,7
tt2124003,Born on the 25th of January,Moloud fi Khamsa we Aishreen Yanair,2011,80,Documentary,8.7,59
tt32306491,"Chances Are, You and I","Chances Are, You and I",2024,132,"Drama,Romance",6.1,152
tt3400932,The Chair,The Chair,2016,84,"Crime,Horror,Thriller",4.3,211
tt0431266,Metskapten,Metskapten,1971,71,Drama,6.9,73
tt0054868,Far til fire med fuld musik,Far til fire med fuld musik,1961,95,"Comedy,Family,Music",5.8,400
tt2443986,Phin,Phin,2013,90,"Comedy,Drama,Family",9.2,13
tt0083648,Beyond the Door,Oltre la porta,1982,110,Drama,4.9,286
tt0113016,Falling Lessons,Falling Lessons,1993,64,Documentary,7.1,9
tt8260226,An Impossible Love,Un amour impossible,2018,135,"Biography,Drama,Romance",7.0,3047
tt0312371,Aoba shigereru,Aoba shigereru,1974,87,\N,7.2,15
tt0023478,Sinister Hands,Sinister Hands,1932,65,"Action,Crime,Mystery",5.1,235
tt18079362,80 for Brady,80 for Brady,2023,98,"Comedy,Drama,Sport",5.9,13640
tt0054328,Under Ten Flags,Sotto dieci bandiere,1960,92,"Drama,War",6.5,580
tt0145335,Friend of the Family,Patate,1964,95,Comedy,5.4,97
tt0213847,Malena,Malèna,2000,108,"Drama,Romance,War",7.4,122141
tt8047208,Taxiwala,Taxiwaala,2018,137,"Comedy,Horror,Thriller",6.8,4515
tt3295046,"Zyuden Sentai Kyoryuger vs. Go-Busters: Dinosaur Great Battle! Farewell, Eternal Friends",Jûden Sentai Kyôryûjâ tai Gôbasutâzu: Kyôryû Daisakusen! Saraba Eien no Tomo yo,2014,63,"Action,Adventure,Sci-Fi",7.7,97
tt0027300,Anthony Adverse,Anthony Adverse,1936,141,"Adventure,Drama,Romance",6.3,2146
tt0048818,Yellowneck,Yellowneck,1955,83,"Adventure,Drama,War",4.4,274
tt0424298,Nache Nagin Gali Gali,Nache Nagin Gali Gali,1989,131,Horror,5.5,55
tt31190009,Free Falling,Caída libre,2024,89,"Drama,Mystery,Sport",5.2,331
tt1753567,Capture Anthologies: The Dimensions of Self,Capture Anthologies: The Dimensions of Self,2011,66,Sci-Fi,6.5,33
tt0078297,"Ein Sonntagskind, das manchmal spinnt","Ein Sonntagskind, das manchmal spinnt",1978,89,"Comedy,Family",6.5,27
tt0343005,Siromashka radost,Siromashka radost,1958,84,"Comedy,Drama",7.9,38
tt5090230,Conspiracy Theorists Lie,Conspiracy Theorists Lie,2015,145,Documentary,5.0,61
tt2664766,Lukas the Strange,Lukas nino,2013,83,Drama,6.0,32
tt15450558,Darkroom,Darkroom,2021,95,Drama,7.7,7
tt1320355,Rally On!,Ralliraita,2009,86,Comedy,5.0,752
tt0479051,The Greater Meaning of Water,The Greater Meaning of Water,2010,60,"Drama,Sport",6.5,49
tt6183834,Carbon,Carbone,2017,104,"Crime,Thriller",6.5,3283
tt0088784,The Kiss,O Beijo No Asfalto,1981,80,"Crime,Drama,Mystery",7.4,612
tt26454725,Deliveries from Eva,Deliveries from Eva,2024,79,Thriller,4.7,46
tt0156014,Red Rose,Red Rose,1980,125,"Horror,Thriller",6.2,236
tt6698352,The Living Dead,The Living Dead,2017,46,"Action,Horror,Thriller",1.8,36
tt1336011,Strongman,Strongman,2009,113,Documentary,6.5,306
tt0156479,Disparus,Disparus,1998,100,Drama,6.8,40
tt4936328,It Hatched,It Hatched,2021,96,"Comedy,Horror",3.7,287
tt0161065,Life in a Song,La vie chantée,1951,80,"Comedy,Musical,Romance",6.1,16
tt36158184,The Art of Destruction,The Art of Destruction,2025,71,Documentary,6.9,12
tt0012305,Idle Hands,Idle Hands,1921,60,Drama,6.6,25
tt9686008,The Grey Area,The Grey Area,2022,\N,Documentary,8.9,16
tt0096769,After Midnight,After Midnight,1989,93,"Horror,Thriller",5.5,2700
tt1370410,Ravichandra,Ravichandra,1980,164,Drama,8.4,45
tt0070569,The Proud and Damned,The Proud and Damned,1972,92,"Drama,Western",4.5,430
tt0202927,Jasek's Dream,Jaskov sen,1996,88,Drama,5.4,8
tt0225492,Democracy à la Maude,Democracy à la Maude,1998,61,Documentary,5.4,10
tt21033938,My Brother Above in the Tree,Akhi Fok El Shagara,2023,102,Comedy,4.0,344
tt0023709,The World and the Flesh,The World and the Flesh,1932,74,Drama,5.4,62
tt2022594,Yogawoman,Yogawoman,2011,84,Documentary,5.9,93
tt5116340,Your Local News,Your Local News,2016,\N,Comedy,4.0,6
tt4484660,The Longest Straw,The Longest Straw,2017,87,"Adventure,Documentary,History",7.2,40
tt0052061,"Peter Voss, der Millionendieb","Peter Voss, der Millionendieb",1958,110,"Comedy,Crime",6.2,99
tt6683070,Thirst,Thirst,2018,93,War,6.5,86
tt2093254,The Effects of the Atomic Bomb on Hiroshima and Nagasaki,The Effects of the Atomic Bomb on Hiroshima and Nagasaki,1946,160,"Documentary,War",7.9,10
tt12430150,Hollyweird,Hollyweird,2020,81,"Documentary,Horror",2.6,64
tt31727884,Cingene Kizi Zeugma,Cingene Kizi Zeugma,2024,105,Comedy,4.6,8
tt33349025,Ai no nukumori,Ai no nukumori,2024,91,Drama,6.5,23
tt3750712,Erasure,Erasure,2014,76,"Drama,Thriller",5.9,16
tt0984125,They Turned Our Desert Into Fire,They Turned Our Desert Into Fire,2007,88,"Documentary,War",7.4,18
tt3804792,Stonerz,Stonerz,2015,97,Comedy,2.4,19
tt0101736,Diplomatic Immunity,Diplomatic Immunity,1991,94,"Crime,Drama,Thriller",6.1,56
tt0218599,The Seventh Sense,The Seventh Sense,1999,98,Drama,4.0,213
tt22036880,Sesham Mikeil Fathima,Sesham Mike-il Fathima,2023,136,Comedy,6.1,946
tt3361792,Tolkien,Tolkien,2019,112,"Biography,Drama,Romance",6.8,50160
tt2132415,Overcome,Overcome,2008,85,"Drama,Romance",5.4,356
tt0100080,Lyubov nemolodogo cheloveka,Lyubov nemolodogo cheloveka,1991,80,"Drama,Romance",4.6,19
tt0169818,Blue Island,Due gocce d'acqua salata,1982,92,"Adventure,Drama,Romance",3.9,181
tt0339002,Final Draft,Final Draft,2003,97,"Comedy,Drama,Romance",6.8,120
tt0093229,"Yes, Madam!",Huang jia shi jie,1985,93,"Action,Comedy,Crime",6.7,3518
tt0091818,Radioactive Dreams,Radioactive Dreams,1984,98,"Action,Adventure,Comedy",5.5,2085
tt9468796,Wanna Hang Out?,Wanna Hang Out?,2019,74,Drama,6.6,11
tt10751548,Mudda 370 J&K,Mudda 370 J&K,2019,132,Drama,7.5,903
tt0153447,The Unholy Quest,The Unholy Quest,1934,57,Horror,4.0,15
tt7336684,The (Silent) War,Sordo,2019,121,"Action,Drama",5.5,824
tt30832543,Kagojer Bou,Kagojer Bou,2024,112,"Drama,Romance",5.6,32
tt0086154,Psycho II,Psycho II,1983,113,"Crime,Horror,Mystery",6.6,33845
tt1695791,Life Happens,Life Happens,2010,104,Documentary,5.1,187
tt1636727,Amélie au pays des Bodin's,Amélie au pays des Bodin's,2010,80,Comedy,5.1,62
tt0035574,A Yank on the Burma Road,A Yank on the Burma Road,1942,67,"Adventure,Drama,War",5.6,209
tt0181553,Geração bendita,Geração bendita,1971,82,\N,5.8,26
tt32755658,Olga Koch: Just Friends,Olga Koch: Just Friends,2023,\N,Comedy,6.2,8
tt12940124,Anal Paprika 2: Vampire Killers,Anal Paprika 2: Vampire Killers,2000,53,Comedy,6.7,11
tt0246710,Jacky,Jacky,2000,80,Drama,5.6,102
tt11177120,Black Medicine,Black Medicine,2021,90,Thriller,5.6,327
tt0491031,Lincoln and Lee at Antietam: The Cost of Freedom,Lincoln and Lee at Antietam: The Cost of Freedom,2006,90,Documentary,6.7,60
tt13357564,Tethered,Tethered,2021,87,"Drama,Mystery,Sci-Fi",4.0,567
tt10818092,The (UN)perfect Guy,(NE) Idealnyy muzhchina,2020,92,"Comedy,Romance,Sci-Fi",3.2,902
tt8176280,El Cerro de los Dioses,El Cerro de los Dioses,2019,87,"Comedy,Horror,Thriller",5.9,97
tt1685680,Tristan und Isolde,Tristan und Isolde,2010,81,"Drama,Musical,Romance",5.8,11
tt32600920,Jesus - The Truth About Jesus,Jesus - The Truth About Jesus,2024,\N,Documentary,8.2,46
tt0126141,Kasper in de onderwereld,Kasper in de onderwereld,1979,93,Drama,5.8,16
tt0082800,Neige,Neige,1981,90,Drama,6.3,208
tt1160524,Naruto Shippuden: The Movie - Bonds,Gekijô ban Naruto: Shippûden - Kizuna,2008,98,"Action,Animation,Fantasy",6.8,5950
tt0238891,One Hundred Steps,I cento passi,2000,114,"Biography,Crime,Drama",7.5,6943
tt28641859,Kadhai,Kadhai,2024,100,"Drama,Mystery",9.3,35
tt2628858,Vikadakavi,Vikadakavi,2011,\N,Comedy,4.6,19
tt0286855,Now You Know,Now You Know,2002,102,"Comedy,Romance",6.4,1703
tt0178724,Luna de miel en Río,Luna de miel en Río,1940,86,Comedy,7.1,26
tt0061451,"House of 1,000 Dolls",La casa de las mil muñecas,1967,79,"Crime,Drama,Thriller",5.0,626
tt0404447,The Last Train,Son tren,1964,93,Drama,5.8,26
tt0013118,Os Faroleiros,Os Faroleiros,1922,72,Drama,6.3,78
tt0187387,Living the Life,Living the Life,2000,90,"Crime,Drama",5.4,147
tt0234412,Paap Ki Aandhi,Paap Ki Aandhi,1991,\N,"Action,Drama",4.5,46
